,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating
21171,21171,a2664,b1860,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221
21187,21187,a2745,b1860,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221
21206,21206,a3550,b1860,Epic Heroes of Knowledge,Educational,"Yogome, Inc.",4.5,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221
21216,21216,a2691,b1860,Slots Gods of Greece Slots,Casino,Rocket Speed - Casino Slots Games,4.5,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221
21217,21217,a2716,b1860,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods,Casino,"Rocket Speed, Inc.",4.79221
21219,21219,a2643,b1861,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,TimeQuest Slots | Free Casino Slots,Casino,"Ruby Seven Studios, Inc.",4.34091
21239,21239,a2745,b1861,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,TimeQuest Slots | Free Casino Slots,Casino,"Ruby Seven Studios, Inc.",4.34091
21330,21330,a657,b1864,Super Mario Run,Action,"Nintendo Co., Ltd.",3.7,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218
21331,21331,a2741,b1864,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218
21336,21336,a3236,b1864,Snake Fun Game,Casual,Pixotri Technologies Pvt Ltd,4.1,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218
21848,21848,a2144,b1884,Make It Rain: Love of Money,Casual,"Space Inch, LLC",4.1,Candy Soda Slots Turbo Journey of Sinners - (Crush it with Master Vegas Jackpot Casino) Free,Entertainment,Hotel Romeo Media LLC,4.19048
21978,21978,a1126,b1886,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824
21979,21979,a1129,b1886,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824
21982,21982,a1133,b1886,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824
21986,21986,a3214,b1886,Gus Learns Spanish for Kids,Education,"toojuice, LLC",4.7,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824
22025,22025,a3625,b1886,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls),Racing,"Mega Rock, LLC",3.58824
22044,22044,a3591,b1888,Coloring games for kids animal,Casual,2bros - games for kids,4.3,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22052,22052,a1052,b1888,Kids Preschool Puzzles (Lite),Educational,Intellijoy Educational Games for Kids,4.3,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22053,22053,a3621,b1888,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22055,22055,a3625,b1888,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22056,22056,a3630,b1888,Learning colors for toddlers,Casual,2bros - games for kids,4.1,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22063,22063,a1098,b1888,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22073,22073,a1129,b1888,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22076,22076,a1133,b1888,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22080,22080,a3717,b1888,Surprise Eggs for Kids,Simulation,Kids Surprise World,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22085,22085,a679,b1888,Kids Trucks: Puzzles,Education,Scott Adelman Apps Inc,4.1,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22093,22093,a3258,b1888,Animals Farm For Kids,Educational,Kids Games Projects,4.2,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22094,22094,a3260,b1888,Trip to the zoo for kids,Educational,Kids Games Projects,4.4,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22107,22107,a3392,b1888,Kids Dinosaur Games: Puzzles,Education,Scott Adelman Apps Inc,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22118,22118,a3416,b1888,Teddy - Coloring book for kids,Casual,Teddy Apps,4.9,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22123,22123,a2939,b1888,Royal Princess: Kids Puzzles,Puzzle,Puzzle Games for Kids,5,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22133,22133,a1479,b1888,English for kids - Lingokids,Education,Lingokids - English and Chinese Learning For Kids,3.9,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22135,22135,a2506,b1888,Princess memory game for kids,Board,Owlet games for kids,3.8,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
22136,22136,a3531,b1888,Kids Preschool Puzzles,Educational,Intellijoy Educational Games for Kids,4.6,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings
